"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Let Love In","2691","Red Right Hand","44170","0","D:\Music\Music\Nick Cave & The Bad Seeds\Let Love In\05 Red Right Hand.m4a","2600","Nick Cave & The Bad Seeds"
"The Reason","2692","The Reason","44171","0","D:\Music\Music\Hoobastank\The Reason\20 The Reason.m4a","1600","Hoobastank"
"Good Apollo, I'm Burning Star IV, Vol. 2","2693","The Reaping","44172","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 2\01 The Reaping.m4a","1600","Coheed & Cambria"
"The Marshall Mathers LP","2694","The Real Slim Shady","44173","0","D:\Music\Music\Eminem\The Marshall Mathers LP\08 The Real Slim Shady.m4a","1600","Eminem"
"Secret Samadhi","2695","Rattlesnake","44174","0","D:\Music\Music\Live\Secret Samadhi\01 Rattlesnake.m4a","1600","Live"
"Let's Face It","2696","The Rascal King","44175","0","D:\Music\Music\The Mighty Mighty Bosstones\Let's Face It\02 The Rascal King.m4a","1600","The Mighty Mighty Bosstones"
"Meet the Family","2697","Racist","44176","0","D:\Music\Music\Frenzal Rhomb\Meet the Family\04 Racist.m4a","2100","Frenzal Rhomb"
"Californication (Single)","2698","Quixoticelixer","44177","0","D:\Music\Music\Red Hot Chili Peppers\Californication (Single)\05 Quixoticelixer.m4a","1600","Red Hot Chili Peppers"
"Supernatural","2699","Put Your Lights On","44178","0","D:\Music\Music\Santana\Supernatural\03 Put Your Lights On.m4a","1600","Santana & Everlast"
"Not So Tough Now","2700","Punch In The Face","44179","0","D:\Music\Music\Frenzal Rhomb\Not So Tough Now\02 Punch In The Face.m4a","1600","Frenzal Rhomb"
"Underclass Hero","2701","Pull the Curtain","44180","0","D:\Music\Music\sum 41\Underclass Hero\10 Pull the Curtain.m4a","1600","Sum 41"
"The Very Best of Slim Dusty","2702","Pub With No beer","44181","0","D:\Music\Music\Slim Dusty\The Very Best of Slim Dusty\02 Pub With No beer.m4a","1600","Slim Dusty"
"Famous","2703","Psycho","44182","0","D:\Music\Music\Puddle Of Mudd\Famous\04 Psycho.m4a","1600","Puddle Of Mudd"
"Bayou Country","2704","Proud Mary","44183","0","D:\Music\Music\Creedence Clearwater Revival\Bayou Country\24 Proud Mary.m4a","1600","Creedence Clearwater Revival"
"It's For Your Own Good","2705","Problem","44184","0","D:\Music\Music\The Living End\It's For Your Own Good\05 Problem.m4a","1600","The Living End"
"Back To The Future","2706","The Power Of Love","44185","0","D:\Music\Music\Various Artists\Back To The Future\01 The Power Of Love.m4a","1600","Huey Lewis & The News"
"In 3D","2707","Polkas On 45","44186","0","D:\Music\Music\_Weird Al_ Yankovic\In 3D\06 Polkas On 45.m4a","1100","""Weird Al"" Yankovic"
"Straight Outta Lynwood","2708","Polkarama!","44187","0","D:\Music\Music\_Weird Al_ Yankovic\Straight Outta Lynwood\05 Polkarama!.m4a","1100","""Weird Al"" Yankovic"
"Off the Deep End","2709","Polka Your Eyes Out","44188","0","D:\Music\Music\_Weird Al_ Yankovic\Off the Deep End\04 Polka Your Eyes Out.m4a","1100","""Weird Al"" Yankovic"
"Running With Scissors","2710","Polka Power!","44189","0","D:\Music\Music\_Weird Al_ Yankovic\Running With Scissors\07 Polka Power!.m4a","1100","""Weird Al"" Yankovic"
"Polka Party!","2711","Polka Party!","44190","0","D:\Music\Music\_Weird Al_ Yankovic\Polka Party!\05 Polka Party!.m4a","1100","""Weird Al"" Yankovic"
"Music For The Jilted Generation","2712","Poison","44191","0","D:\Music\Music\The Prodigy\Music For The Jilted Generation\1-08 Poison.m4a","1600","The Prodigy"
"Off the Deep End","2713","The Plumbing Song","44192","0","D:\Music\Music\_Weird Al_ Yankovic\Off the Deep End\10 The Plumbing Song.m4a","1100","""Weird Al"" Yankovic"
"Cry-Baby","2714","Please, Mr. Jailer","44193","0","D:\Music\Music\Various Artists\Cry-Baby\05 Please, Mr. Jailer.m4a","1600","Rachel Sweet"
"Wild Cherry","2715","Play That Funky Music","44194","0","D:\Music\Music\Wild Cherry\Wild Cherry\01 Play That Funky Music.m4a","1600","Wild Cherry"
"Rock Steady","2716","Platinum Blonde Life","44195","0","D:\Music\Music\No Doubt\Rock Steady\11 Platinum Blonde Life.m4a","1600","No Doubt"
"Come Clean","2717","Piss It All Away","44196","0","D:\Music\Music\Puddle Of Mudd\Come Clean\11 Piss It All Away.m4a","1600","Puddle Of Mudd"
"A-1-A","2718","A Pirate Looks At Forty","44197","0","D:\Music\Music\Jimmy Buffett\A-1-A\07 A Pirate Looks At Forty.m4a","2100","Jimmy Buffett"
"Bad Hair Day","2719","Phony Calls","44198","0","D:\Music\Music\_Weird Al_ Yankovic\Bad Hair Day\11 Phony Calls.m4a","1600","""Weird Al"" Yankovic"
"3 Years, 5 Months & 2 Days In The Life Of...","2720","People Everyday","44199","0","D:\Music\Music\Arrested Development\3 Years, 5 Months & 2 Days In The Life O\03 People Everyday.m4a","1600","Arrested Development"
"The Best Of The Doors","2721","People Are Strange","44200","0","D:\Music\Music\The Doors\The Best Of The Doors\1-04 People Are Strange.m4a","2100","The Doors"
"Pennybridge Pioneers","2722","Penguins & Polarbears","44201","0","D:\Music\Music\Millencolin\Pennybridge Pioneers\06 Penguins & Polarbears.m4a","1600","Millencolin"
"Living and Dying in 34 Time","2723","Pencil Thin Mustache","44202","0","D:\Music\Music\Jimmy Buffett\Living and Dying in 34 Time\01 Pencil Thin Mustache.m4a","1600","Jimmy Buffett"
"Presidents Of The USA","2724","Peaches","44203","0","D:\Music\Music\Presidents of the United States of Ameri\Presidents Of The USA\06 Peaches.m4a","2100","Presidents of the United States of America"
"The Very Best of the Eagles","2725","Peaceful Easy Feeling","44204","0","D:\Music\Music\The Eagles\The Very Best of the Eagles\12 Peaceful Easy Feeling.m4a","1600","The Eagles"
"Teaser & The Firecat","2726","Peace Train","44205","0","D:\Music\Music\Cat Stevens\Teaser & The Firecat\10 Peace Train.m4a","1600","Cat Stevens"
"The Youth Of Today","2727","Pass The Dutchie","44206","0","D:\Music\Music\Musical Youth\The Youth Of Today\05 Pass The Dutchie.m4a","1600","Musical Youth"
"Once More, With Feeling","2728","The Parking Ticket","44207","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\06 The Parking Ticket.m4a","1600","The Cast Of Buffy The Vampire Slayer"
"Paranoid","2729","Paranoid","44208","0","D:\Music\Music\Black Sabbath\Paranoid\02 Paranoid.m4a","2600","Black Sabbath"
"Insomniac","2730","Panic Song","44209","0","D:\Music\Music\Green Day\Insomniac\08 Panic Song.m4a","1600","Green Day"
"Aftermath","2731","Paint It Black","44210","0","D:\Music\Music\The Rolling Stones\Aftermath\01 Paint It Black.m4a","1600","The Rolling Stones"
"Once More, With Feeling","2732","Overture / Going Through The Motions","44211","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\01 Overture _ Going Through The Moti.m4a","1600","The Cast Of Buffy The Vampire Slayer"
"Californication (Single)","2733","Over Funk","44212","0","D:\Music\Music\Red Hot Chili Peppers\Californication (Single)\04 Over Funk.m4a","1600","Red Hot Chili Peppers"
"Greatest Hits","2734","Outsider","44213","0","D:\Music\Music\Green Day\Greatest Hits\2-15 Outsider.m4a","1600","Green Day"
"Polka Party!","2735","One Of Those Days","44214","0","D:\Music\Music\_Weird Al_ Yankovic\Polka Party!\04 One Of Those Days.m4a","1100","""Weird Al"" Yankovic"
"The Very Best of the Eagles","2736","One Of These Nights","44215","0","D:\Music\Music\The Eagles\The Very Best of the Eagles\01 One Of These Nights.m4a","1600","The Eagles"
"It's For Your Own Good","2737","One More Cell","44216","0","D:\Music\Music\The Living End\It's For Your Own Good\03 One More Cell.m4a","1600","The Living End"
"Weathered","2738","One Last Breath","44217","0","D:\Music\Music\Creed\Weathered\09 One Last Breath.m4a","1600","Creed"
"So Much for the Afterglow","2739","One Hit Wonder","44218","0","D:\Music\Music\Everclear\So Much for the Afterglow\07 One Hit Wonder.m4a","1600","Everclear"
"Good Apollo, I'm Burning Star IV, Vol. 1","2740","Once Upon Your Dead Body","44219","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 1\07 Once Upon Your Dead Body.m4a","1600","Coheed & Cambria"
"A Song Is A City","2741","Older Than You","44220","0","D:\Music\Music\Eskimo Joe\A Song Is A City\04 Older Than You.m4a","1600","Eskimo Joe"
"Stranger In Town","2742","Old Time Rock N' Roll","44221","0","D:\Music\Music\Bob Segar\Stranger In Town\03 Old Time Rock N' Roll.m4a","1600","Bob Segar"
"Middleborough Rd","2743","Old Money","44222","0","D:\Music\Music\Tripod\Middleborough Rd\12 Old Money.m4a","1600","Tripod"
"Poodle Hat","2744","Ode To A Superhero","44223","0","D:\Music\Music\_Weird Al_ Yankovic\Poodle Hat\09 Ode To A Superhero.m4a","1600","""Weird Al"" Yankovic"
"Naughty by Nature","2745","O.P.P","44224","0","D:\Music\Music\Naughty by Nature\Naughty by Nature\03 O.P.P.m4a","1600","Naughty by Nature"
"Nutbush City Limits","2746","Nutbush City Limits","44225","0","D:\Music\Music\Ike & Tina Turner\Nutbush City Limits\18 Nutbush City Limits.m4a","1600","Ike & Tina Turner"
"Meteora","2747","Numb","44226","0","D:\Music\Music\Linkin Park\Meteora\13 Numb.m4a","1600","Linkin Park"
"Man of Colours","2748","Nothing Too Serious","44227","0","D:\Music\Music\Icehouse\Man of Colours\07 Nothing Too Serious.m4a","1600","Icehouse"
"Open Up and Say...Ahh!","2749","Nothin' But A Good Time","44228","0","D:\Music\Music\Poison\Open Up and Say...Ahh!\02 Nothin' But A Good Time.m4a","1600","Poison"
"Not That Kind","2750","Not That Kind","44229","0","D:\Music\Music\Anastacia\Not That Kind\01 Not That Kind.m4a","1600","Anastacia"
"Good Apollo, I'm Burning Star IV, Vol. 2","2751","No World For Tomorrow","44230","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 2\02 No World For Tomorrow.m4a","1600","Coheed & Cambria"
"FanMail","2752","No Scrubs","44231","0","D:\Music\Music\TLC\FanMail\05 No Scrubs.m4a","1600","TLC"
"Tabloid Magazine","2753","No Reaction","44232","0","D:\Music\Music\The Living End\Tabloid Magazine\02 No Reaction.m4a","1600","The Living End"
"Blind Melon","2754","No Rain","44233","0","D:\Music\Music\Blind Melon\Blind Melon\04 No Rain.m4a","2600","Blind Melon"
"Insomniac","2755","No Pride","44234","0","D:\Music\Music\Green Day\Insomniac\05 No Pride.m4a","1600","Green Day"
"In Between Dreams","2756","No Other Way","44235","0","D:\Music\Music\Jack Johnson\In Between Dreams\05 No Other Way.m4a","1600","Jack Johnson"
"Pennybridge Pioneers","2757","No Cigar","44236","0","D:\Music\Music\Millencolin\Pennybridge Pioneers\01 No Cigar.m4a","1600","Millencolin"
"Underclass Hero","2758","No Apologies","44237","0","D:\Music\Music\sum 41\Underclass Hero\15 No Apologies.m4a","1600","Sum 41"
"Gold","2759","New York, New York","44238","0","D:\Music\Music\Ryan Adams\Gold\01 New York, New York.m4a","1600","Ryan Adams"
"Kick","2760","Never Tear Us Apart","44239","0","D:\Music\Music\INXS\Kick\08 Never Tear Us Apart.m4a","1600","INXS"
"In Between Dreams","2761","Never Know","44240","0","D:\Music\Music\Jack Johnson\In Between Dreams\02 Never Know.m4a","1600","Jack Johnson"
"A Man's Not A Camel","2762","Never Had So Much Fun","44241","0","D:\Music\Music\Frenzal Rhomb\A Man's Not A Camel\01 Never Had So Much Fun.m4a","2100","Frenzal Rhomb"
"All Saints","2763","Never Ever","44242","0","D:\Music\Music\All Saints\All Saints\01 Never Ever.m4a","1600","All Saints"
"Come Clean","2764","Never Change","44243","0","D:\Music\Music\Puddle Of Mudd\Come Clean\08 Never Change.m4a","1600","Puddle Of Mudd"
"Silver Side Up","2765","Never Again","44244","0","D:\Music\Music\Nickelback\Silver Side Up\10 Never Again.m4a","1600","Nickelback"
"The Slim Shady LP","2766","My Name Is","44245","0","D:\Music\Music\Eminem\The Slim Shady LP\02 My Name Is.m4a","2100","Eminem"
"Monkey Business","2767","My Humps","44246","0","D:\Music\Music\Black Eyed Peas\Monkey Business\05 My Humps.m4a","1600","Black Eyed Peas"
"From The Screen To Your Stereo","2768","My Heart Will Go On","44247","0","D:\Music\Music\A New Found Glory\From The Screen To Your Stereo\07 My Heart Will Go On.m4a","1600","A New Found Glory"
"Under My Skin","2769","My Happy Ending","44248","0","D:\Music\Music\Avril Lavigne\Under My Skin\06 My Happy Ending.m4a","1600","Avril Lavigne"
"Odyssey Number Five","2770","My Happiness","44249","0","D:\Music\Music\Powderfinger\Odyssey Number Five\02 My Happiness.m4a","1600","Powderfinger"
"Chocolate Starfish and the Hot Dog Flavored Water","2771","My Generation","44250","0","D:\Music\Music\Limp Bizkit\Chocolate Starfish and the Hot Dog Flavo\03 My Generation.m4a","1600","Limp Bizkit"
"D12 World","2772","My Band","44251","0","D:\Music\Music\D12\D12 World\06 My Band.m4a","1600","D12"
"Running With Scissors","2773","My Baby's In Love With Eddie Vedder","44252","0","D:\Music\Music\_Weird Al_ Yankovic\Running With Scissors\02 My Baby's In Love With Eddie Vedd.m4a","1600","""Weird Al"" Yankovic"
"Once More, With Feeling","2774","The Mustard","44253","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\03 The Mustard.m4a","1600","The Cast Of Buffy The Vampire Slayer"
"Doggystyle","2775","Murder Was the Case","44254","0","D:\Music\Music\Snoop Dogg\Doggystyle\06 Murder Was the Case.m4a","1600","Snoop Dogg"
"3 Years, 5 Months & 2 Days In The Life Of...","2776","Mr. Wendal","44255","0","D:\Music\Music\Arrested Development\3 Years, 5 Months & 2 Days In The Life O\05 Mr. Wendal.m4a","1600","Arrested Development"
"Best Of","2777","Mr. Natural","44256","0","D:\Music\Music\Mental As Anything\Best Of\22 Mr. Natural.m4a","2100","Mental As Anything"
"Spaghetti Bolognaise","2778","Mr Clicketty Cane","44257","0","D:\Music\Music\Peter Combe\Spaghetti Bolognaise\03 Mr Clicketty Cane.m4a","1600","Peter Combe"
"Mouldy Old Dough","2779","Mouldy Old Dough","44258","0","D:\Music\Music\Lieutenant Pigeon\Mouldy Old Dough\16 Mouldy Old Dough.m4a","1600","Lieutenant Pigeon"
"Good Apollo, I'm Burning Star IV, Vol. 2","2780","Mother Superior","44259","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 2\06 Mother Superior.m4a","1600","Coheed & Cambria"
"(What's The Story) Morning Glory","2781","Morning Glory","44260","0","D:\Music\Music\Oasis\(What's The Story) Morning Glory\10 Morning Glory.m4a","1600","Oasis"
"Extreme II Pornograffitti","2782","More Than Words","44261","0","D:\Music\Music\Extreme\Extreme II Pornograffitti\05 More Than Words.m4a","1600","Extreme"
"Astro Creep 2000","2783","More Human Than Human","44262","0","D:\Music\Music\White Zombie\Astro Creep 2000\08 More Human Than Human.m4a","1600","White Zombie"
"Moondance","2784","Moondance","44263","0","D:\Music\Music\Van Morrison\Moondance\03 Moondance.m4a","1600","Van Morrison"
"A Hillbilly Tribute to ACDC","2785","Money Talks","44264","0","D:\Music\Music\Hayseed Dixie\A Hillbilly Tribute to ACDC\05 Money Talks.m4a","1600","Hayseed Dixie"
"UHF","2786","Money For Nothing - Beverly Hillbillies","44265","0","D:\Music\Music\_Weird Al_ Yankovic\UHF\01 Money For Nothing - Beverly Hillb.m4a","1100","""Weird Al"" Yankovic"
"Let Go","2787","Mobile","44266","0","D:\Music\Music\Avril Lavigne\Let Go\05 Mobile.m4a","1600","Avril Lavigne"
"God Shuffled His Feet","2788","Mmm Mmm Mmm Mmm","44267","0","D:\Music\Music\Crash Test Dummies\God Shuffled His Feet\03 Mmm Mmm Mmm Mmm.m4a","2600","Crash Test Dummies"
"Kinky","2789","Miss Freelove '69","44268","0","D:\Music\Music\Hoodoo Gurus\Kinky\05 Miss Freelove '69.m4a","1600","Hoodoo Gurus"
"Hellbound","2790","Mispent Youth","44269","0","D:\Music\Music\The Living End\Hellbound\07 Mispent Youth.m4a","2100","The Living End"
"The Fat Of The Land","2791","Mindfields","44270","0","D:\Music\Music\The Prodigy\The Fat Of The Land\06 Mindfields.m4a","1600","The Prodigy"
"Dani California","2792","Million Miles Of Water (Non-Album Track)","44271","0","D:\Music\Music\Red Hot Chili Peppers\Dani California\04 Million Miles Of Water (Non-Album.m4a","1600","Red Hot Chili Peppers"
"Willy and the Poor Boys","2793","The Midnight Special","44272","0","D:\Music\Music\Creedence Clearwater Revival\Willy and the Poor Boys\06 The Midnight Special.m4a","2100","Creedence Clearwater Revival"
"Jimmy Eat World","2794","The Middle","44273","0","D:\Music\Music\Jimmy Eat World\Jimmy Eat World\03 The Middle.m4a","1600","Jimmy Eat World"
"Big Willie Style","2795","Men In Black","44274","0","D:\Music\Music\Will Smith\Big Willie Style\02 Men In Black.m4a","1600","Will Smith"
"Little Shop of Horrors","2796","Mean Green Mother From Outerspace","44275","0","D:\Music\Music\Various Artists\Little Shop of Horrors\12 Mean Green Mother From Outerspace.m4a","2100","Various Artists"
"As Nasty As They Wanna Be","2797","Me So Horny","44276","0","D:\Music\Music\2 Live Crew\As Nasty As They Wanna Be\01 Me So Horny.m4a","1600","2 Live Crew"
"Odessa","2798","Marley Purt Drive","44277","0","D:\Music\Music\Bee Gees\Odessa\04 Marley Purt Drive.m4a","1600","Bee Gees"
"International Superhits!","2799","Maria","44278","0","D:\Music\Music\Green Day\International Superhits!\01 Maria.m4a","1600","Green Day"
"Changes In Latitudes, Changes In Attitudes","2800","Margaritaville","44279","0","D:\Music\Music\Jimmy Buffett\Changes In Latitudes, Changes In Attitud\06 Margaritaville.m4a","2600","Jimmy Buffett"
"Underclass Hero","2801","March of the Dogs","44280","0","D:\Music\Music\sum 41\Underclass Hero\07 March of the Dogs.m4a","1600","Sum 41"
"Automatic for the People","2802","Man On The Moon","44281","0","D:\Music\Music\R.E.M_\Automatic for the People\10 Man On The Moon.m4a","1600","R.E.M."
"Bad","2803","Man In The Mirror","44282","0","D:\Music\Music\Michael Jackson\Bad\07 Man In The Mirror.m4a","1600","Michael Jackson"
"Hepfidelity","2804","Man Alive","44283","0","D:\Music\Music\Diesel\Hepfidelity\01 Man Alive.m4a","1600","Diesel"
"A Little Bit of Mambo","2805","Mambo No.5","44284","0","D:\Music\Music\Lou Bega\A Little Bit of Mambo\01 Mambo No.5.m4a","1600","Lou Bega"
"Reload","2806","Mama Told Me Not To Come","44285","0","D:\Music\Music\Tom Jones\Reload\02 Mama Told Me Not To Come.m4a","2100","Tom Jones & Stereophonics"
"Once More, With Feeling","2807","Main Title","44286","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\19 Main Title.m4a","1600","The Cast Of Buffy The Vampire Slayer"
"Mad About You","2808","Final Frontier (Theme From Mad About You)","44287","0","D:\Music\Music\TV Theme\Mad About You\01 Final Frontier (Theme From Mad Ab.m4a","1600","Andrew Gold"
"Cheshire Cat","2809","M+Ms","44288","0","D:\Music\Music\Blink-182\Cheshire Cat\02 M+Ms.m4a","1600","Blink-182"
"Good Apollo, I'm Burning Star IV, Vol. 1","2810","The Lying Lies & Dirty Secrets of Miss Erica Court","44289","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 1\10 The Lying Lies & Dirty Secrets of.m4a","1600","Coheed & Cambria"
"Presidents Of The USA","2811","Lump","44290","0","D:\Music\Music\Presidents of the United States of Ameri\Presidents Of The USA\03 Lump.m4a","2100","Presidents of the United States of America"
"Beavis And Butt-Head Do America","2812","Love Rollercoaster","44291","0","D:\Music\Music\Various Artists\Beavis And Butt-Head Do America\02 Love Rollercoaster.m4a","1600","Red Hot Chili Peppers"
"Hepfidelity","2813","Love Junk","44292","0","D:\Music\Music\Diesel\Hepfidelity\07 Love Junk.m4a","1600","Diesel"
"Punk Goes '90s","2814","Losing My Religion","44293","0","D:\Music\Music\Various Artists\Punk Goes '90s\07 Losing My Religion.m4a","1600","Scary Kids Scaring Kids"
"Let Go","2815","Losing Grip","44294","0","D:\Music\Music\Avril Lavigne\Let Go\01 Losing Grip.m4a","1600","Avril Lavigne"
"Cosmo's Factory","2816","Lookin' Out My Back Door","44295","0","D:\Music\Music\Creedence Clearwater Revival\Cosmo's Factory\05 Lookin' Out My Back Door.m4a","2100","Creedence Clearwater Revival"
"Look What the Cat Dragged In","2817","Look What The Cat Dragged In","44296","0","D:\Music\Music\Poison\Look What the Cat Dragged In\05 Look What The Cat Dragged In.m4a","1600","Poison"
"Cosmo's Factory","2818","Long As I Can See The Light","44297","0","D:\Music\Music\Creedence Clearwater Revival\Cosmo's Factory\11 Long As I Can See The Light.m4a","2600","Creedence Clearwater Revival"
"Trouble","2819","Lonely","44298","0","D:\Music\Music\Akon\Trouble\08 Lonely.m4a","1600","Akon"
"London Calling","2820","London Calling","44299","0","D:\Music\Music\The Clash\London Calling\01 London Calling.m4a","1600","The Clash"
"Percy","2821","Lola","44300","0","D:\Music\Music\The Kinks\Percy\06 Lola.m4a","2100","The Kinks"
"Doggystyle","2822","Lodi Dodi","44301","0","D:\Music\Music\Snoop Dogg\Doggystyle\05 Lodi Dodi.m4a","1600","Snoop Dogg"
"Green River","2823","Lodi","44302","0","D:\Music\Music\Creedence Clearwater Revival\Green River\05 Lodi.m4a","2100","Creedence Clearwater Revival"
"Hellbound","2824","The Living End","44303","0","D:\Music\Music\The Living End\Hellbound\04 The Living End.m4a","1600","The Living End"
"Four On The Floor","2825","Live It Up","44304","0","D:\Music\Music\The Living End\Four On The Floor\04 Live It Up.m4a","1600","The Living End"
"Good Charlotte","2826","Little Things","44305","0","D:\Music\Music\Good Charlotte\Good Charlotte\01 Little Things.m4a","1600","Good Charlotte"
"Pocket Full of Kryptonite","2827","Little Miss Cant Be Wrong","44306","0","D:\Music\Music\Spin Doctors\Pocket Full of Kryptonite\03 Little Miss Cant Be Wrong.m4a","2100","Spin Doctors"
"We Don't Need To Whisper","2828","A Little's Enough","44307","0","D:\Music\Music\Angels & Airwaves\We Don't Need To Whisper\05 A Little's Enough.m4a","1600","Angels & Airwaves"
"Highway 61 Revisited","2829","Like A Rolling Stone","44308","0","D:\Music\Music\Bob Dylan\Highway 61 Revisited\17 Like A Rolling Stone.m4a","2600","Bob Dylan"
"The Best Of The Doors","2830","Light My Fire","44309","0","D:\Music\Music\The Doors\The Best Of The Doors\1-02 Light My Fire.m4a","1600","The Doors"
"Lift","2831","Lift","44310","0","D:\Music\Music\Shannon Noll\Lift\01 Lift.m4a","1600","Shannon Noll"
"The Young and Hopeless","2832","Lifestyles of the Rich and Famous","44311","0","D:\Music\Music\Good Charlotte\The Young and Hopeless\03 Lifestyles of the Rich and Famous.m4a","1600","Good Charlotte"
"The Very Best of the Eagles","2833","Life In The Fast Lane","44312","0","D:\Music\Music\The Eagles\The Very Best of the Eagles\17 Life In The Fast Lane.m4a","1600","The Eagles"
"Box Car Racer","2834","Letters To God","44313","0","D:\Music\Music\Box Car Racer\Box Car Racer\07 Letters To God.m4a","1600","Box Car Racer"
"Life Thru A Lens","2835","Let Me Entertain You","44314","0","D:\Music\Music\Robbie Williams\Life Thru A Lens\08 Let Me Entertain You.m4a","1600","Robbie Williams"
"Blacks' Magic","2836","Let's Talk About Sex","44315","0","D:\Music\Music\Salt-n-Pepa\Blacks' Magic\10 Let's Talk About Sex.m4a","1600","Salt-n-Pepa"
"Middleborough Rd","2837","Let's take a Walk","44316","0","D:\Music\Music\Tripod\Middleborough Rd\14 Let's take a Walk.m4a","1600","Tripod"
"Elephunk","2838","Let's Get Retarded","44317","0","D:\Music\Music\Black Eyed Peas\Elephunk\03 Let's Get Retarded.m4a","1600","Black Eyed Peas"
"A Hillbilly Tribute to ACDC","2839","Let's Get it Up","44318","0","D:\Music\Music\Hayseed Dixie\A Hillbilly Tribute to ACDC\06 Let's Get it Up.m4a","1600","Hayseed Dixie"
"Bad","2840","Leave Me Alone","44319","0","D:\Music\Music\Michael Jackson\Bad\11 Leave Me Alone.m4a","1600","Michael Jackson"
"Dani California","2841","Lately (Non-Album Track)","44320","0","D:\Music\Music\Red Hot Chili Peppers\Dani California\03 Lately (Non-Album Track).m4a","1600","Red Hot Chili Peppers"
"Out Of Our Heads","2842","The Last Time","44321","0","D:\Music\Music\The Rolling Stones\Out Of Our Heads\02 The Last Time.m4a","1600","The Rolling Stones"
"Laid","2843","Laid","44322","0","D:\Music\Music\James\Laid\11 Laid.m4a","2600","James"
"The Best Of The Doors","2844","L.A. Woman","44323","0","D:\Music\Music\The Doors\The Best Of The Doors\1-14 L.A. Woman.m4a","1600","The Doors"
"Kung Fu Fighting and Other Great Love Songs","2845","Kung Fu Fighting","44324","0","D:\Music\Music\Carl Douglas\Kung Fu Fighting and Other Great Love So\01 Kung Fu Fighting.m4a","1600","Carl Douglas"
"Better Life","2846","Kryptonite","44325","0","D:\Music\Music\3 Doors Down\Better Life\01 Kryptonite.m4a","1600","3 Doors Down"
"Pat Garrett And Billy The Kid","2847","Knockin' On Heavens Door","44326","0","D:\Music\Music\Bob Dylan\Pat Garrett And Billy The Kid\07 Knockin' On Heavens Door.m4a","1600","Bob Dylan"
"Seal","2848","Kiss From A Rose","44327","0","D:\Music\Music\Seal\Seal\06 Kiss From A Rose.m4a","1600","Seal"
"The Score","2849","Killing Me Softly","44328","0","D:\Music\Music\Fugees\The Score\08 Killing Me Softly.m4a","1600","Fugees"
"Rage Against the Machine","2850","Killing In The Name","44329","0","D:\Music\Music\Rage Against the Machine\Rage Against the Machine\02 Killing In The Name.m4a","1600","Rage Against the Machine"
"Want You Bad","2851","The Kids Arent Alright (Live)","44330","0","D:\Music\Music\The Offspring\Want You Bad\05 The Kids Arent Alright (Live).m4a","2100","The Offspring"
"Greatest Hits","2852","The Kids Aren't Alright [The Wiseguys Remix]","44331","0","D:\Music\Music\The Offspring\Greatest Hits\09 The Kids Aren't Alright [The Wise.m4a","1600","The Offspring"
"Dr. Feelgood","2853","Kickstart My Heart","44332","0","D:\Music\Music\Motley Crue\Dr. Feelgood\05 Kickstart My Heart.m4a","2600","Motley Crue"
"Home from Home","2854","Kemp","44333","0","D:\Music\Music\Millencolin\Home from Home\06 Kemp.m4a","1600","Millencolin"
"Good Apollo, I'm Burning Star IV, Vol. 2","2855","Justice In Murder","44334","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 2\08 Justice In Murder.m4a","1600","Coheed & Cambria"
"The First Edition","2856","Just Dropped In","44335","0","D:\Music\Music\Kenny Rogers & The First Edition\The First Edition\Just Dropped In.m4a","2100","Kenny Rogers & The First Edition"
"The Best","2857","Just A Gigolo (I Ain't Got Nobody)","44336","0","D:\Music\Music\David Lee Roth\The Best\16 Just A Gigolo (I Ain't Got Nobody.m4a","2600","David Lee Roth"
"The Second Stage Turbine Blade","2858","Junesong Provision","44337","0","D:\Music\Music\Coheed & Cambria\The Second Stage Turbine Blade\08 Junesong Provision.m4a","1600","Coheed & Cambria"
"Through The Past Darkly (Big hits Vol.2)","2859","Jumpin' Jack Flash","44338","0","D:\Music\Music\The Rolling Stones\Through The Past Darkly (Big hits Vol.2)\04 Jumpin' Jack Flash.m4a","1600","The Rolling Stones"
"The Joker","2860","The Joker","44339","0","D:\Music\Music\The Steve Miller Band\The Joker\01 The Joker.m4a","2100","The Steve Miller Band"
"Underclass Hero","2861","The Jester","44340","0","D:\Music\Music\sum 41\Underclass Hero\08 The Jester.m4a","1600","Sum 41"
"Sailing The Seas Of Cheese","2862","Jerry Was A Race Car Driver","44341","0","D:\Music\Music\Primus\Sailing The Seas Of Cheese\05 Jerry Was A Race Car Driver.m4a","2600","Primus"
